epoch,accuracy,loss,top3_acc,top5_acc,val_accuracy,val_loss,val_top3_acc,val_top5_acc
32,0.9800000190734863,0.8888417482376099,0.9945454597473145,0.996363639831543,0.8928571343421936,1.048681378364563,0.9642857313156128,0.9642857313156128
33,0.9527272582054138,1.034509301185608,0.9890909194946289,0.9927272796630859,0.7857142686843872,1.4387598037719727,0.8571428656578064,0.9642857313156128
34,0.9800000190734863,1.008401870727539,0.9981818199157715,1.0,0.9642857313156128,1.0018597841262817,0.9642857313156128,0.9642857313156128
35,0.9872727394104004,0.9617739319801331,0.9909090995788574,0.9945454597473145,0.9642857313156128,0.9424803853034973,0.9642857313156128,1.0
36,0.9654545187950134,0.9988822937011719,0.9781818389892578,0.996363639831543,0.9642857313156128,0.9432936310768127,0.9642857313156128,1.0
37,0.9836363792419434,0.9220661520957947,0.996363639831543,0.9981818199157715,0.9642857313156128,0.9468412399291992,1.0,1.0
38,0.9945454597473145,0.8569585680961609,0.9981818199157715,1.0,0.9642857313156128,0.9232014417648315,0.9642857313156128,1.0
39,0.9618181586265564,0.8917162418365479,0.9981818199157715,0.9981818199157715,0.8214285969734192,1.291573166847229,0.9642857313156128,1.0
40,0.9490908980369568,1.0208796262741089,0.9872727394104004,0.996363639831543,0.9642857313156128,1.036144733428955,1.0,1.0
41,0.9890909194946289,0.982948899269104,0.9981818199157715,1.0,1.0,0.9060729742050171,1.0,1.0
42,0.9890909194946289,0.9293618202209473,0.9981818199157715,0.9981818199157715,0.9285714030265808,1.0709059238433838,1.0,1.0
43,0.9890909194946289,0.8961805105209351,0.9981818199157715,1.0,0.9285714030265808,1.0862830877304077,0.9642857313156128,1.0
44,0.9872727394104004,0.8826561570167542,1.0,1.0,0.9285714030265808,1.076211929321289,0.9642857313156128,0.9642857313156128
45,0.9490908980369568,0.9864948987960815,0.9909090995788574,0.9981818199157715,0.9285714030265808,1.1680126190185547,0.9285714030265808,1.0
46,0.914545476436615,1.1526497602462769,0.9690909385681152,0.9927272796630859,0.6785714030265808,1.8793431520462036,0.8928571343421936,0.9642857313156128
47,0.9745454788208008,1.0334887504577637,0.996363639831543,0.9981818199157715,0.8928571343421936,1.2006391286849976,1.0,1.0
48,0.9727272987365723,1.0347330570220947,0.9909090995788574,0.9945454597473145,0.9285714030265808,1.152837872505188,0.9285714030265808,1.0
49,0.9854545593261719,0.9662410020828247,0.996363639831543,0.9981818199157715,0.8928571343421936,1.2216265201568604,0.9642857313156128,1.0
50,0.9763636589050293,0.9670286774635315,0.9945454597473145,1.0,0.9285714030265808,1.0312824249267578,0.9642857313156128,1.0
51,0.9890909194946289,0.9021530151367188,1.0,1.0,0.9285714030265808,1.1031099557876587,0.9642857313156128,1.0
